"id","District","FIPS","Year","Grade","Measure Type","Variable","Value"
1509,"Side By Side Charter School District",NA,"2014-2015","Kindergarten","Number","Student Enrollment",22
1509,"Side By Side Charter School District",NA,"2014-2015","1","Number","Student Enrollment",22
1509,"Side By Side Charter School District",NA,"2014-2015","2","Number","Student Enrollment",22
1509,"Side By Side Charter School District",NA,"2014-2015","3","Number","Student Enrollment",23
1509,"Side By Side Charter School District",NA,"2014-2015","4","Number","Student Enrollment",24
1509,"Side By Side Charter School District",NA,"2014-2015","5","Number","Student Enrollment",22
1509,"Side By Side Charter School District",NA,"2014-2015","6","Number","Student Enrollment",22
1509,"Side By Side Charter School District",NA,"2014-2015","7","Number","Student Enrollment",21
1509,"Side By Side Charter School District",NA,"2014-2015","8","Number","Student Enrollment",19
1509,"Side By Side Charter School District",NA,"2014-2015","9","Number","Student Enrollment",0
1509,"Side By Side Charter School District",NA,"2014-2015","10","Number","Student Enrollment",0
1509,"Side By Side Charter School District",NA,"2014-2015","11","Number","Student Enrollment",0
1509,"Side By Side Charter School District",NA,"2014-2015","12","Number","Student Enrollment",0
1509,"Side By Side Charter School District",NA,"2014-2015","Total","Number","Student Enrollment",235
1712,"Side By Side Charter School District",NA,"2015-2016","Pre Kindergarten","Number","Student Enrollment",38
1712,"Side By Side Charter School District",NA,"2015-2016","Kindergarten","Number","Student Enrollment",22
1712,"Side By Side Charter School District",NA,"2015-2016","1","Number","Student Enrollment",22
1712,"Side By Side Charter School District",NA,"2015-2016","2","Number","Student Enrollment",22
1712,"Side By Side Charter School District",NA,"2015-2016","3","Number","Student Enrollment",22
1712,"Side By Side Charter School District",NA,"2015-2016","4","Number","Student Enrollment",24
1712,"Side By Side Charter School District",NA,"2015-2016","5","Number","Student Enrollment",23
1712,"Side By Side Charter School District",NA,"2015-2016","6","Number","Student Enrollment",20
1712,"Side By Side Charter School District",NA,"2015-2016","7","Number","Student Enrollment",22
1712,"Side By Side Charter School District",NA,"2015-2016","8","Number","Student Enrollment",21
1712,"Side By Side Charter School District",NA,"2015-2016","9","Number","Student Enrollment",0
1712,"Side By Side Charter School District",NA,"2015-2016","10","Number","Student Enrollment",0
1712,"Side By Side Charter School District",NA,"2015-2016","11","Number","Student Enrollment",0
1712,"Side By Side Charter School District",NA,"2015-2016","12","Number","Student Enrollment",0
1712,"Side By Side Charter School District",NA,"2015-2016","Total","Number","Student Enrollment",236
125,"Simsbury School District",900368940,"2007-2008","Pre Kindergarten","Number","Student Enrollment",36
125,"Simsbury School District",900368940,"2007-2008","Kindergarten","Number","Student Enrollment",291
125,"Simsbury School District",900368940,"2007-2008","1","Number","Student Enrollment",347
125,"Simsbury School District",900368940,"2007-2008","2","Number","Student Enrollment",356
125,"Simsbury School District",900368940,"2007-2008","3","Number","Student Enrollment",378
125,"Simsbury School District",900368940,"2007-2008","4","Number","Student Enrollment",384
125,"Simsbury School District",900368940,"2007-2008","5","Number","Student Enrollment",391
125,"Simsbury School District",900368940,"2007-2008","6","Number","Student Enrollment",419
125,"Simsbury School District",900368940,"2007-2008","7","Number","Student Enrollment",406
125,"Simsbury School District",900368940,"2007-2008","8","Number","Student Enrollment",413
125,"Simsbury School District",900368940,"2007-2008","9","Number","Student Enrollment",362
125,"Simsbury School District",900368940,"2007-2008","10","Number","Student Enrollment",421
125,"Simsbury School District",900368940,"2007-2008","11","Number","Student Enrollment",391
125,"Simsbury School District",900368940,"2007-2008","12","Number","Student Enrollment",378
125,"Simsbury School District",900368940,"2007-2008","Total","Number","Student Enrollment",4973
322,"Simsbury School District",900368940,"2008-2009","Pre Kindergarten","Number","Student Enrollment",25
322,"Simsbury School District",900368940,"2008-2009","Kindergarten","Number","Student Enrollment",275
322,"Simsbury School District",900368940,"2008-2009","1","Number","Student Enrollment",340
322,"Simsbury School District",900368940,"2008-2009","2","Number","Student Enrollment",352
322,"Simsbury School District",900368940,"2008-2009","3","Number","Student Enrollment",366
322,"Simsbury School District",900368940,"2008-2009","4","Number","Student Enrollment",393
322,"Simsbury School District",900368940,"2008-2009","5","Number","Student Enrollment",392
322,"Simsbury School District",900368940,"2008-2009","6","Number","Student Enrollment",393
322,"Simsbury School District",900368940,"2008-2009","7","Number","Student Enrollment",427
322,"Simsbury School District",900368940,"2008-2009","8","Number","Student Enrollment",413
322,"Simsbury School District",900368940,"2008-2009","9","Number","Student Enrollment",406
322,"Simsbury School District",900368940,"2008-2009","10","Number","Student Enrollment",352
322,"Simsbury School District",900368940,"2008-2009","11","Number","Student Enrollment",419
322,"Simsbury School District",900368940,"2008-2009","12","Number","Student Enrollment",397
322,"Simsbury School District",900368940,"2008-2009","Total","Number","Student Enrollment",4950
521,"Simsbury School District",900368940,"2009-2010","Pre Kindergarten","Number","Student Enrollment",22
521,"Simsbury School District",900368940,"2009-2010","Kindergarten","Number","Student Enrollment",269
521,"Simsbury School District",900368940,"2009-2010","1","Number","Student Enrollment",319
521,"Simsbury School District",900368940,"2009-2010","2","Number","Student Enrollment",342
521,"Simsbury School District",900368940,"2009-2010","3","Number","Student Enrollment",357
521,"Simsbury School District",900368940,"2009-2010","4","Number","Student Enrollment",359
521,"Simsbury School District",900368940,"2009-2010","5","Number","Student Enrollment",389
521,"Simsbury School District",900368940,"2009-2010","6","Number","Student Enrollment",402
521,"Simsbury School District",900368940,"2009-2010","7","Number","Student Enrollment",397
521,"Simsbury School District",900368940,"2009-2010","8","Number","Student Enrollment",431
521,"Simsbury School District",900368940,"2009-2010","9","Number","Student Enrollment",405
521,"Simsbury School District",900368940,"2009-2010","10","Number","Student Enrollment",414
521,"Simsbury School District",900368940,"2009-2010","11","Number","Student Enrollment",356
521,"Simsbury School District",900368940,"2009-2010","12","Number","Student Enrollment",424
521,"Simsbury School District",900368940,"2009-2010","Total","Number","Student Enrollment",4886
718,"Simsbury School District",900368940,"2010-2011","Pre Kindergarten","Number","Student Enrollment",26
718,"Simsbury School District",900368940,"2010-2011","Kindergarten","Number","Student Enrollment",242
718,"Simsbury School District",900368940,"2010-2011","1","Number","Student Enrollment",307
718,"Simsbury School District",900368940,"2010-2011","2","Number","Student Enrollment",331
718,"Simsbury School District",900368940,"2010-2011","3","Number","Student Enrollment",348
718,"Simsbury School District",900368940,"2010-2011","4","Number","Student Enrollment",368
718,"Simsbury School District",900368940,"2010-2011","5","Number","Student Enrollment",365
718,"Simsbury School District",900368940,"2010-2011","6","Number","Student Enrollment",390
718,"Simsbury School District",900368940,"2010-2011","7","Number","Student Enrollment",402
718,"Simsbury School District",900368940,"2010-2011","8","Number","Student Enrollment",403
718,"Simsbury School District",900368940,"2010-2011","9","Number","Student Enrollment",410
718,"Simsbury School District",900368940,"2010-2011","10","Number","Student Enrollment",405
718,"Simsbury School District",900368940,"2010-2011","11","Number","Student Enrollment",412
718,"Simsbury School District",900368940,"2010-2011","12","Number","Student Enrollment",372
718,"Simsbury School District",900368940,"2010-2011","Total","Number","Student Enrollment",4781
916,"Simsbury School District",900368940,"2011-2012","Pre Kindergarten","Number","Student Enrollment",24
916,"Simsbury School District",900368940,"2011-2012","Kindergarten","Number","Student Enrollment",225
916,"Simsbury School District",900368940,"2011-2012","1","Number","Student Enrollment",261
916,"Simsbury School District",900368940,"2011-2012","2","Number","Student Enrollment",312
916,"Simsbury School District",900368940,"2011-2012","3","Number","Student Enrollment",334
916,"Simsbury School District",900368940,"2011-2012","4","Number","Student Enrollment",362
916,"Simsbury School District",900368940,"2011-2012","5","Number","Student Enrollment",381
916,"Simsbury School District",900368940,"2011-2012","6","Number","Student Enrollment",362
916,"Simsbury School District",900368940,"2011-2012","7","Number","Student Enrollment",389
916,"Simsbury School District",900368940,"2011-2012","8","Number","Student Enrollment",406
916,"Simsbury School District",900368940,"2011-2012","9","Number","Student Enrollment",402
916,"Simsbury School District",900368940,"2011-2012","10","Number","Student Enrollment",401
916,"Simsbury School District",900368940,"2011-2012","11","Number","Student Enrollment",405
916,"Simsbury School District",900368940,"2011-2012","12","Number","Student Enrollment",426
916,"Simsbury School District",900368940,"2011-2012","Total","Number","Student Enrollment",4690
1112,"Simsbury School District",900368940,"2012-2013","Pre Kindergarten","Number","Student Enrollment",33
1112,"Simsbury School District",900368940,"2012-2013","Kindergarten","Number","Student Enrollment",244
1112,"Simsbury School District",900368940,"2012-2013","1","Number","Student Enrollment",265
1112,"Simsbury School District",900368940,"2012-2013","2","Number","Student Enrollment",276
1112,"Simsbury School District",900368940,"2012-2013","3","Number","Student Enrollment",319
1112,"Simsbury School District",900368940,"2012-2013","4","Number","Student Enrollment",345
1112,"Simsbury School District",900368940,"2012-2013","5","Number","Student Enrollment",368
1112,"Simsbury School District",900368940,"2012-2013","6","Number","Student Enrollment",374
1112,"Simsbury School District",900368940,"2012-2013","7","Number","Student Enrollment",363
1112,"Simsbury School District",900368940,"2012-2013","8","Number","Student Enrollment",389
1112,"Simsbury School District",900368940,"2012-2013","9","Number","Student Enrollment",369
1112,"Simsbury School District",900368940,"2012-2013","10","Number","Student Enrollment",396
1112,"Simsbury School District",900368940,"2012-2013","11","Number","Student Enrollment",400
1112,"Simsbury School District",900368940,"2012-2013","12","Number","Student Enrollment",412
1112,"Simsbury School District",900368940,"2012-2013","Total","Number","Student Enrollment",4553
1311,"Simsbury School District",900368940,"2013-2014","Pre Kindergarten","Number","Student Enrollment",36
1311,"Simsbury School District",900368940,"2013-2014","Kindergarten","Number","Student Enrollment",231
1311,"Simsbury School District",900368940,"2013-2014","1","Number","Student Enrollment",276
1311,"Simsbury School District",900368940,"2013-2014","2","Number","Student Enrollment",267
1311,"Simsbury School District",900368940,"2013-2014","3","Number","Student Enrollment",284
1311,"Simsbury School District",900368940,"2013-2014","4","Number","Student Enrollment",329
1311,"Simsbury School District",900368940,"2013-2014","5","Number","Student Enrollment",338
1311,"Simsbury School District",900368940,"2013-2014","6","Number","Student Enrollment",354
1311,"Simsbury School District",900368940,"2013-2014","7","Number","Student Enrollment",373
1311,"Simsbury School District",900368940,"2013-2014","8","Number","Student Enrollment",357
1311,"Simsbury School District",900368940,"2013-2014","9","Number","Student Enrollment",387
1311,"Simsbury School District",900368940,"2013-2014","10","Number","Student Enrollment",363
1311,"Simsbury School District",900368940,"2013-2014","11","Number","Student Enrollment",381
1311,"Simsbury School District",900368940,"2013-2014","12","Number","Student Enrollment",401
1311,"Simsbury School District",900368940,"2013-2014","Total","Number","Student Enrollment",4377
1510,"Simsbury School District",900368940,"2014-2015","Pre Kindergarten","Number","Student Enrollment",41
1510,"Simsbury School District",900368940,"2014-2015","Kindergarten","Number","Student Enrollment",259
1510,"Simsbury School District",900368940,"2014-2015","1","Number","Student Enrollment",244
1510,"Simsbury School District",900368940,"2014-2015","2","Number","Student Enrollment",292
1510,"Simsbury School District",900368940,"2014-2015","3","Number","Student Enrollment",289
1510,"Simsbury School District",900368940,"2014-2015","4","Number","Student Enrollment",290
1510,"Simsbury School District",900368940,"2014-2015","5","Number","Student Enrollment",334
1510,"Simsbury School District",900368940,"2014-2015","6","Number","Student Enrollment",340
1510,"Simsbury School District",900368940,"2014-2015","7","Number","Student Enrollment",356
1510,"Simsbury School District",900368940,"2014-2015","8","Number","Student Enrollment",387
1510,"Simsbury School District",900368940,"2014-2015","9","Number","Student Enrollment",340
1510,"Simsbury School District",900368940,"2014-2015","10","Number","Student Enrollment",382
1510,"Simsbury School District",900368940,"2014-2015","11","Number","Student Enrollment",363
1510,"Simsbury School District",900368940,"2014-2015","12","Number","Student Enrollment",390
1510,"Simsbury School District",900368940,"2014-2015","Total","Number","Student Enrollment",4307
1713,"Simsbury School District",900368940,"2015-2016","Pre Kindergarten","Number","Student Enrollment",43
1713,"Simsbury School District",900368940,"2015-2016","Kindergarten","Number","Student Enrollment",226
1713,"Simsbury School District",900368940,"2015-2016","1","Number","Student Enrollment",277
1713,"Simsbury School District",900368940,"2015-2016","2","Number","Student Enrollment",256
1713,"Simsbury School District",900368940,"2015-2016","3","Number","Student Enrollment",297
1713,"Simsbury School District",900368940,"2015-2016","4","Number","Student Enrollment",302
1713,"Simsbury School District",900368940,"2015-2016","5","Number","Student Enrollment",296
1713,"Simsbury School District",900368940,"2015-2016","6","Number","Student Enrollment",333
1713,"Simsbury School District",900368940,"2015-2016","7","Number","Student Enrollment",344
1713,"Simsbury School District",900368940,"2015-2016","8","Number","Student Enrollment",367
1713,"Simsbury School District",900368940,"2015-2016","9","Number","Student Enrollment",365
1713,"Simsbury School District",900368940,"2015-2016","10","Number","Student Enrollment",334
1713,"Simsbury School District",900368940,"2015-2016","11","Number","Student Enrollment",373
1713,"Simsbury School District",900368940,"2015-2016","12","Number","Student Enrollment",377
1713,"Simsbury School District",900368940,"2015-2016","Total","Number","Student Enrollment",4190
126,"Somers School District",901369220,"2007-2008","Pre Kindergarten","Number","Student Enrollment",20
126,"Somers School District",901369220,"2007-2008","Kindergarten","Number","Student Enrollment",101
126,"Somers School District",901369220,"2007-2008","1","Number","Student Enrollment",124
126,"Somers School District",901369220,"2007-2008","2","Number","Student Enrollment",109
126,"Somers School District",901369220,"2007-2008","3","Number","Student Enrollment",112
126,"Somers School District",901369220,"2007-2008","4","Number","Student Enrollment",135
126,"Somers School District",901369220,"2007-2008","5","Number","Student Enrollment",129
126,"Somers School District",901369220,"2007-2008","6","Number","Student Enrollment",140
126,"Somers School District",901369220,"2007-2008","7","Number","Student Enrollment",147
126,"Somers School District",901369220,"2007-2008","8","Number","Student Enrollment",143
126,"Somers School District",901369220,"2007-2008","9","Number","Student Enrollment",148
126,"Somers School District",901369220,"2007-2008","10","Number","Student Enrollment",142
126,"Somers School District",901369220,"2007-2008","11","Number","Student Enrollment",149
126,"Somers School District",901369220,"2007-2008","12","Number","Student Enrollment",135
126,"Somers School District",901369220,"2007-2008","Total","Number","Student Enrollment",1734
323,"Somers School District",901369220,"2008-2009","Pre Kindergarten","Number","Student Enrollment",18
323,"Somers School District",901369220,"2008-2009","Kindergarten","Number","Student Enrollment",96
323,"Somers School District",901369220,"2008-2009","1","Number","Student Enrollment",114
323,"Somers School District",901369220,"2008-2009","2","Number","Student Enrollment",125
323,"Somers School District",901369220,"2008-2009","3","Number","Student Enrollment",114
323,"Somers School District",901369220,"2008-2009","4","Number","Student Enrollment",115
323,"Somers School District",901369220,"2008-2009","5","Number","Student Enrollment",134
323,"Somers School District",901369220,"2008-2009","6","Number","Student Enrollment",132
323,"Somers School District",901369220,"2008-2009","7","Number","Student Enrollment",145
323,"Somers School District",901369220,"2008-2009","8","Number","Student Enrollment",149
323,"Somers School District",901369220,"2008-2009","9","Number","Student Enrollment",146
323,"Somers School District",901369220,"2008-2009","10","Number","Student Enrollment",143
323,"Somers School District",901369220,"2008-2009","11","Number","Student Enrollment",142
323,"Somers School District",901369220,"2008-2009","12","Number","Student Enrollment",156
323,"Somers School District",901369220,"2008-2009","Total","Number","Student Enrollment",1729
522,"Somers School District",901369220,"2009-2010","Pre Kindergarten","Number","Student Enrollment",16
522,"Somers School District",901369220,"2009-2010","Kindergarten","Number","Student Enrollment",85
522,"Somers School District",901369220,"2009-2010","1","Number","Student Enrollment",101
522,"Somers School District",901369220,"2009-2010","2","Number","Student Enrollment",107
522,"Somers School District",901369220,"2009-2010","3","Number","Student Enrollment",129
522,"Somers School District",901369220,"2009-2010","4","Number","Student Enrollment",116
522,"Somers School District",901369220,"2009-2010","5","Number","Student Enrollment",112
522,"Somers School District",901369220,"2009-2010","6","Number","Student Enrollment",140
522,"Somers School District",901369220,"2009-2010","7","Number","Student Enrollment",129
522,"Somers School District",901369220,"2009-2010","8","Number","Student Enrollment",146
522,"Somers School District",901369220,"2009-2010","9","Number","Student Enrollment",153
522,"Somers School District",901369220,"2009-2010","10","Number","Student Enrollment",139
522,"Somers School District",901369220,"2009-2010","11","Number","Student Enrollment",142
522,"Somers School District",901369220,"2009-2010","12","Number","Student Enrollment",145
522,"Somers School District",901369220,"2009-2010","Total","Number","Student Enrollment",1660
719,"Somers School District",901369220,"2010-2011","Pre Kindergarten","Number","Student Enrollment",14
719,"Somers School District",901369220,"2010-2011","Kindergarten","Number","Student Enrollment",100
719,"Somers School District",901369220,"2010-2011","1","Number","Student Enrollment",104
719,"Somers School District",901369220,"2010-2011","2","Number","Student Enrollment",110
719,"Somers School District",901369220,"2010-2011","3","Number","Student Enrollment",106
719,"Somers School District",901369220,"2010-2011","4","Number","Student Enrollment",125
719,"Somers School District",901369220,"2010-2011","5","Number","Student Enrollment",125
719,"Somers School District",901369220,"2010-2011","6","Number","Student Enrollment",116
719,"Somers School District",901369220,"2010-2011","7","Number","Student Enrollment",139
719,"Somers School District",901369220,"2010-2011","8","Number","Student Enrollment",133
719,"Somers School District",901369220,"2010-2011","9","Number","Student Enrollment",142
719,"Somers School District",901369220,"2010-2011","10","Number","Student Enrollment",143
719,"Somers School District",901369220,"2010-2011","11","Number","Student Enrollment",142
719,"Somers School District",901369220,"2010-2011","12","Number","Student Enrollment",141
719,"Somers School District",901369220,"2010-2011","Total","Number","Student Enrollment",1640
917,"Somers School District",901369220,"2011-2012","Pre Kindergarten","Number","Student Enrollment",21
917,"Somers School District",901369220,"2011-2012","Kindergarten","Number","Student Enrollment",102
917,"Somers School District",901369220,"2011-2012","1","Number","Student Enrollment",100
917,"Somers School District",901369220,"2011-2012","2","Number","Student Enrollment",111
917,"Somers School District",901369220,"2011-2012","3","Number","Student Enrollment",114
917,"Somers School District",901369220,"2011-2012","4","Number","Student Enrollment",109
917,"Somers School District",901369220,"2011-2012","5","Number","Student Enrollment",127
917,"Somers School District",901369220,"2011-2012","6","Number","Student Enrollment",122
917,"Somers School District",901369220,"2011-2012","7","Number","Student Enrollment",119
917,"Somers School District",901369220,"2011-2012","8","Number","Student Enrollment",140
917,"Somers School District",901369220,"2011-2012","9","Number","Student Enrollment",134
917,"Somers School District",901369220,"2011-2012","10","Number","Student Enrollment",139
917,"Somers School District",901369220,"2011-2012","11","Number","Student Enrollment",145
917,"Somers School District",901369220,"2011-2012","12","Number","Student Enrollment",139
917,"Somers School District",901369220,"2011-2012","Total","Number","Student Enrollment",1622
1113,"Somers School District",901369220,"2012-2013","Pre Kindergarten","Number","Student Enrollment",27
1113,"Somers School District",901369220,"2012-2013","Kindergarten","Number","Student Enrollment",91
1113,"Somers School District",901369220,"2012-2013","1","Number","Student Enrollment",104
1113,"Somers School District",901369220,"2012-2013","2","Number","Student Enrollment",102
1113,"Somers School District",901369220,"2012-2013","3","Number","Student Enrollment",116
1113,"Somers School District",901369220,"2012-2013","4","Number","Student Enrollment",120
1113,"Somers School District",901369220,"2012-2013","5","Number","Student Enrollment",114
1113,"Somers School District",901369220,"2012-2013","6","Number","Student Enrollment",130
1113,"Somers School District",901369220,"2012-2013","7","Number","Student Enrollment",123
1113,"Somers School District",901369220,"2012-2013","8","Number","Student Enrollment",113
1113,"Somers School District",901369220,"2012-2013","9","Number","Student Enrollment",134
1113,"Somers School District",901369220,"2012-2013","10","Number","Student Enrollment",126
1113,"Somers School District",901369220,"2012-2013","11","Number","Student Enrollment",135
1113,"Somers School District",901369220,"2012-2013","12","Number","Student Enrollment",151
1113,"Somers School District",901369220,"2012-2013","Total","Number","Student Enrollment",1586
1312,"Somers School District",901369220,"2013-2014","Pre Kindergarten","Number","Student Enrollment",26
1312,"Somers School District",901369220,"2013-2014","Kindergarten","Number","Student Enrollment",72
1312,"Somers School District",901369220,"2013-2014","1","Number","Student Enrollment",98
1312,"Somers School District",901369220,"2013-2014","2","Number","Student Enrollment",114
1312,"Somers School District",901369220,"2013-2014","3","Number","Student Enrollment",102
1312,"Somers School District",901369220,"2013-2014","4","Number","Student Enrollment",115
1312,"Somers School District",901369220,"2013-2014","5","Number","Student Enrollment",122
1312,"Somers School District",901369220,"2013-2014","6","Number","Student Enrollment",112
1312,"Somers School District",901369220,"2013-2014","7","Number","Student Enrollment",132
1312,"Somers School District",901369220,"2013-2014","8","Number","Student Enrollment",129
1312,"Somers School District",901369220,"2013-2014","9","Number","Student Enrollment",114
1312,"Somers School District",901369220,"2013-2014","10","Number","Student Enrollment",126
1312,"Somers School District",901369220,"2013-2014","11","Number","Student Enrollment",122
1312,"Somers School District",901369220,"2013-2014","12","Number","Student Enrollment",131
1312,"Somers School District",901369220,"2013-2014","Total","Number","Student Enrollment",1515
1511,"Somers School District",901369220,"2014-2015","Pre Kindergarten","Number","Student Enrollment",24
1511,"Somers School District",901369220,"2014-2015","Kindergarten","Number","Student Enrollment",89
1511,"Somers School District",901369220,"2014-2015","1","Number","Student Enrollment",73
1511,"Somers School District",901369220,"2014-2015","2","Number","Student Enrollment",100
1511,"Somers School District",901369220,"2014-2015","3","Number","Student Enrollment",117
1511,"Somers School District",901369220,"2014-2015","4","Number","Student Enrollment",103
1511,"Somers School District",901369220,"2014-2015","5","Number","Student Enrollment",124
1511,"Somers School District",901369220,"2014-2015","6","Number","Student Enrollment",123
1511,"Somers School District",901369220,"2014-2015","7","Number","Student Enrollment",116
1511,"Somers School District",901369220,"2014-2015","8","Number","Student Enrollment",132
1511,"Somers School District",901369220,"2014-2015","9","Number","Student Enrollment",126
1511,"Somers School District",901369220,"2014-2015","10","Number","Student Enrollment",109
1511,"Somers School District",901369220,"2014-2015","11","Number","Student Enrollment",121
1511,"Somers School District",901369220,"2014-2015","12","Number","Student Enrollment",123
1511,"Somers School District",901369220,"2014-2015","Total","Number","Student Enrollment",1480
1714,"Somers School District",901369220,"2015-2016","Pre Kindergarten","Number","Student Enrollment",23
1714,"Somers School District",901369220,"2015-2016","Kindergarten","Number","Student Enrollment",73
1714,"Somers School District",901369220,"2015-2016","1","Number","Student Enrollment",87
1714,"Somers School District",901369220,"2015-2016","2","Number","Student Enrollment",80
1714,"Somers School District",901369220,"2015-2016","3","Number","Student Enrollment",100
1714,"Somers School District",901369220,"2015-2016","4","Number","Student Enrollment",120
1714,"Somers School District",901369220,"2015-2016","5","Number","Student Enrollment",104
1714,"Somers School District",901369220,"2015-2016","6","Number","Student Enrollment",118
1714,"Somers School District",901369220,"2015-2016","7","Number","Student Enrollment",126
1714,"Somers School District",901369220,"2015-2016","8","Number","Student Enrollment",115
1714,"Somers School District",901369220,"2015-2016","9","Number","Student Enrollment",133
1714,"Somers School District",901369220,"2015-2016","10","Number","Student Enrollment",121
1714,"Somers School District",901369220,"2015-2016","11","Number","Student Enrollment",109
1714,"Somers School District",901369220,"2015-2016","12","Number","Student Enrollment",126
1714,"Somers School District",901369220,"2015-2016","Total","Number","Student Enrollment",1435
127,"South Windsor School District",900371390,"2007-2008","Pre Kindergarten","Number","Student Enrollment",71
127,"South Windsor School District",900371390,"2007-2008","Kindergarten","Number","Student Enrollment",293
127,"South Windsor School District",900371390,"2007-2008","1","Number","Student Enrollment",298
127,"South Windsor School District",900371390,"2007-2008","2","Number","Student Enrollment",372
127,"South Windsor School District",900371390,"2007-2008","3","Number","Student Enrollment",349
127,"South Windsor School District",900371390,"2007-2008","4","Number","Student Enrollment",362
127,"South Windsor School District",900371390,"2007-2008","5","Number","Student Enrollment",399
127,"South Windsor School District",900371390,"2007-2008","6","Number","Student Enrollment",358
127,"South Windsor School District",900371390,"2007-2008","7","Number","Student Enrollment",394
127,"South Windsor School District",900371390,"2007-2008","8","Number","Student Enrollment",405
127,"South Windsor School District",900371390,"2007-2008","9","Number","Student Enrollment",442
127,"South Windsor School District",900371390,"2007-2008","10","Number","Student Enrollment",416
127,"South Windsor School District",900371390,"2007-2008","11","Number","Student Enrollment",414
127,"South Windsor School District",900371390,"2007-2008","12","Number","Student Enrollment",399
127,"South Windsor School District",900371390,"2007-2008","Total","Number","Student Enrollment",4972
324,"South Windsor School District",900371390,"2008-2009","Pre Kindergarten","Number","Student Enrollment",69
324,"South Windsor School District",900371390,"2008-2009","Kindergarten","Number","Student Enrollment",275
324,"South Windsor School District",900371390,"2008-2009","1","Number","Student Enrollment",323
324,"South Windsor School District",900371390,"2008-2009","2","Number","Student Enrollment",299
324,"South Windsor School District",900371390,"2008-2009","3","Number","Student Enrollment",383
324,"South Windsor School District",900371390,"2008-2009","4","Number","Student Enrollment",361
324,"South Windsor School District",900371390,"2008-2009","5","Number","Student Enrollment",363
324,"South Windsor School District",900371390,"2008-2009","6","Number","Student Enrollment",368
324,"South Windsor School District",900371390,"2008-2009","7","Number","Student Enrollment",363
324,"South Windsor School District",900371390,"2008-2009","8","Number","Student Enrollment",395
324,"South Windsor School District",900371390,"2008-2009","9","Number","Student Enrollment",416
324,"South Windsor School District",900371390,"2008-2009","10","Number","Student Enrollment",430
324,"South Windsor School District",900371390,"2008-2009","11","Number","Student Enrollment",398
324,"South Windsor School District",900371390,"2008-2009","12","Number","Student Enrollment",396
324,"South Windsor School District",900371390,"2008-2009","Total","Number","Student Enrollment",4839
523,"South Windsor School District",900371390,"2009-2010","Pre Kindergarten","Number","Student Enrollment",71
523,"South Windsor School District",900371390,"2009-2010","Kindergarten","Number","Student Enrollment",245
523,"South Windsor School District",900371390,"2009-2010","1","Number","Student Enrollment",295
523,"South Windsor School District",900371390,"2009-2010","2","Number","Student Enrollment",335
523,"South Windsor School District",900371390,"2009-2010","3","Number","Student Enrollment",310
523,"South Windsor School District",900371390,"2009-2010","4","Number","Student Enrollment",388
523,"South Windsor School District",900371390,"2009-2010","5","Number","Student Enrollment",367
523,"South Windsor School District",900371390,"2009-2010","6","Number","Student Enrollment",339
523,"South Windsor School District",900371390,"2009-2010","7","Number","Student Enrollment",377
523,"South Windsor School District",900371390,"2009-2010","8","Number","Student Enrollment",370
523,"South Windsor School District",900371390,"2009-2010","9","Number","Student Enrollment",398
523,"South Windsor School District",900371390,"2009-2010","10","Number","Student Enrollment",400
523,"South Windsor School District",900371390,"2009-2010","11","Number","Student Enrollment",414
523,"South Windsor School District",900371390,"2009-2010","12","Number","Student Enrollment",387
523,"South Windsor School District",900371390,"2009-2010","Total","Number","Student Enrollment",4696
720,"South Windsor School District",900371390,"2010-2011","Pre Kindergarten","Number","Student Enrollment",81
720,"South Windsor School District",900371390,"2010-2011","Kindergarten","Number","Student Enrollment",240
720,"South Windsor School District",900371390,"2010-2011","1","Number","Student Enrollment",284
720,"South Windsor School District",900371390,"2010-2011","2","Number","Student Enrollment",297
720,"South Windsor School District",900371390,"2010-2011","3","Number","Student Enrollment",331
720,"South Windsor School District",900371390,"2010-2011","4","Number","Student Enrollment",311
720,"South Windsor School District",900371390,"2010-2011","5","Number","Student Enrollment",390
720,"South Windsor School District",900371390,"2010-2011","6","Number","Student Enrollment",362
720,"South Windsor School District",900371390,"2010-2011","7","Number","Student Enrollment",350
720,"South Windsor School District",900371390,"2010-2011","8","Number","Student Enrollment",390
720,"South Windsor School District",900371390,"2010-2011","9","Number","Student Enrollment",367
720,"South Windsor School District",900371390,"2010-2011","10","Number","Student Enrollment",397
720,"South Windsor School District",900371390,"2010-2011","11","Number","Student Enrollment",392
720,"South Windsor School District",900371390,"2010-2011","12","Number","Student Enrollment",407
720,"South Windsor School District",900371390,"2010-2011","Total","Number","Student Enrollment",4599
918,"South Windsor School District",900371390,"2011-2012","Pre Kindergarten","Number","Student Enrollment",75
918,"South Windsor School District",900371390,"2011-2012","Kindergarten","Number","Student Enrollment",220
918,"South Windsor School District",900371390,"2011-2012","1","Number","Student Enrollment",276
918,"South Windsor School District",900371390,"2011-2012","2","Number","Student Enrollment",281
918,"South Windsor School District",900371390,"2011-2012","3","Number","Student Enrollment",299
918,"South Windsor School District",900371390,"2011-2012","4","Number","Student Enrollment",337
918,"South Windsor School District",900371390,"2011-2012","5","Number","Student Enrollment",322
918,"South Windsor School District",900371390,"2011-2012","6","Number","Student Enrollment",378
918,"South Windsor School District",900371390,"2011-2012","7","Number","Student Enrollment",365
918,"South Windsor School District",900371390,"2011-2012","8","Number","Student Enrollment",353
